State,Number,Summary,Bill Type,Penalties,Date,Status,Youth State Risk,Adult State Risk,Notes,URL,Sponsors,Calendar,History,Manual Status,Change Hash,Bill ID,PDF,Bill PDF,Targets Gender Identity,Targets Sexual Orientation,Targets Minors,Targets Adults,Trans Exclusionary Sex Definiition?,🔐 Softr Record ID
US,SB2385,Restoring Truth and Sanity to American History Act,End Legal Recognition,,2025-12-09,Committee on Energy and Natural Resources Subcommittee on National Parks. Hearings held.,Worst,Worst,"Remove/don't fund refs to trans women in general, in sports, or gender affirming care in Smithsonian American Womsn's History Museum",https://legiscan.com/US/bill/SB2385/2025,"Jim Banks, Joni Ernst",Hearing 2025-12-09 10:00 SD-366,"S 2025-07-22 Read twice and referred to the Committee on Energy and Natural Resources., S 2025-12-09 Committee on Energy and Natural Resources Subcommittee on National Parks. Hearings held..... see more on LegiScan",Roll Over,b831724488b6ddd8fec324b4ed6e589a,2040140,https://www.congress.gov/119/bills/s2385/BILLS-119s2385is.pdf,,Y,,Y,Y,Biological Sex,FX3ohZ6jbBjDE93fq7bJG8
US,SB2702,Empower Parents to Protect their Kids Act of 2025,Forced Outing By Schools / Forced Misgendering / Conversion Therapy Legalization,Civil: Liability,2025-09-03,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Worst,Worst,,https://legiscan.com/US/bill/SB2702/2025,"Jim Banks, Tom Cotton, Roger Marshall, Rick Scott, Tommy Tuberville, Marsha Blackburn, Josh Hawley, Ashley Moody",,"S 2025-09-03 Read twice and referred to the Committee on Health, Education, Labor, and Pensions..... see more on LegiScan",Roll Over,9521617c356bd408e0ec90f30634b401,2043180,https://www.congress.gov/119/bills/s2702/BILLS-119s2702is.pdf,,Y,,Y,,Gamete Production / Binary Sex / Biological Sex,KFfrUew1cmPEb4WQkdPRKM
US,SB2907,Chloe Cole Act,Gender Affirming Care Ban: Minors / Gender Affirming Care Ban: Liability Law,Civil: Liability,2025-09-18,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Worst,Worst,"""The Chloe Cole Act""; 25 year liability; includes for facilitating across state or national lines.",https://legiscan.com/US/bill/SB2907/2025,"Marsha Blackburn, Eric Schmitt, Tim Sheehy, Rick Scott, Ted Cruz, Ted Budd, Ashley Moody, Tommy Tuberville, Mike Lee, Jim Banks, Cindy Hyde-Smith",,"S 2025-09-18 Read twice and referred to the Committee on Health, Education, Labor, and Pensions..... see more on LegiScan",Roll Over,e807a7c055783575815554fbf5a0f45f,2044667,https://www.congress.gov/119/bills/s2907/BILLS-119s2907is.pdf,,Y,,Y,,Gamete Production / Biological Sex / Binary Sex,HprxHgTaFiDP4dXUGKizn9
US,SB2959,Passport Sanity Act,Birth Certificate or Identification Change Ban / Gender Marker Change Ban,,2025-10-01,Read twice and referred to the Committee on Foreign Relations.,Worst,Worst,,https://legiscan.com/US/bill/SB2959/2025,"Roger Marshall, Marsha Blackburn, Pete Ricketts, Ashley Moody",,S 2025-10-01 Read twice and referred to the Committee on Foreign Relations..... see more on LegiScan,Roll Over,b24a13ce8f1a658fd5461cc4c477e9ea,2045546,https://www.congress.gov/119/bills/s2959/BILLS-119s2959is.pdf,,Y,,Y,Y,Binary Sex,CNGwHJi8LzxTWM48FvuUnd
US,SB2985,Preventing Violence Against Female Inmates Act of 2025,Prison Placement Ban,,2025-10-08,Read twice and referred to the Committee on the Judiciary.,Worst,Worst,,https://legiscan.com/US/bill/SB2985/2025,"Tom Cotton, Shelley Capito",,S 2025-10-08 Read twice and referred to the Committee on the Judiciary..... see more on LegiScan,Roll Over,e9b27226d978fa917e34d91f9b4466e1,2046084,https://www.congress.gov/119/bills/s2985/BILLS-119s2985is.pdf,,Y,,,Y,Biological Sex / Binary Sex / Chromosomes / Hormones / Genitalia,NhG2GBtK9TZUkJPztRv4b9
US,SB3003,Fair Sentencing Act,Prisoner Discrimination,,2025-10-14,Read twice and referred to the Committee on the Judiciary.,Worst,Worst,,https://legiscan.com/US/bill/SB3003/2025,Tom Cotton,,S 2025-10-14 Read twice and referred to the Committee on the Judiciary..... see more on LegiScan,Roll Over,13e2926ae6da56533dc20a47729d0aad,2046524,https://www.congress.gov/119/bills/s3003/BILLS-119s3003is.pdf,,Y,,,Y,None,UstwUjX1qxHo1CFc9dw97M
US,SB3011,Prohibiting Abortion & Transgender Procedures on the Exchanges Act,Gender Affirming Care Ban: Public Funds / Gender Affirming Care Ban: Minors,,2025-10-15,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Worst,Worst,,https://legiscan.com/US/bill/SB3011/2025,Josh Hawley,,"S 2025-10-15 Read twice and referred to the Committee on Health, Education, Labor, and Pensions..... see more on LegiScan",Roll Over,27c3d416ec1b2bfa6864a0f23877d81f,2046658,https://www.congress.gov/119/bills/s3011/BILLS-119s3011is.pdf,,Y,,Y,,Biological Sex / Binary Sex,2wbnJA1jpwahZ7khcUEWw3
US,SB312,Jamie Reed Protecting Our Kids from Child Abuse Act,Gender Affirming Care Ban: Minors / Gender Affirming Care Ban: Liability Law / Gender Affirming Care Ban: Public Funds,,2025-01-29,Read twice and referred to the Committee on the Judiciary.,Worst,Worst,"Federal GAC ban for minors through liability for hospitals, medical practitioners, and colleges, and ban on public funding of places that provide GAC to minors",https://legiscan.com/US/bill/SB312/2025,"Josh Hawley, Ted Cruz, Bernie Moreno",,S 2025-01-29 Read twice and referred to the Committee on the Judiciary..... see more on LegiScan,Roll Over,4b8a46548d9b098c8b4f890b116b5af9,1947855,https://www.congress.gov/119/bills/s312/BILLS-119s312is.pdf,,Y,,Y,,biological sex,81VDJx85mnyBMkVNXjR7yE
US,SB3264,More Affordable Care Act,Gender Affirming Care Ban: Public Funds / Gender Affirming Care Ban: Medicaid,,2025-11-20,Read twice and referred to the Committee on Finance.,Worst,Worst,,https://legiscan.com/US/bill/SB3264/2025,,,,Roll Over,,,,,Y,,Y,Y,Binary Sex / Biological Sex / Reproduction / Gamete Production,6Yr1eQnjNMpP1ykiSheq5W
US,SB3386,Health Care Freedom for Patients Act of 2025,Gender Affirming Care Ban: Public Funds / Gender Affirming Care Ban: Minors / Gender Affirming Care Ban: Medicaid,,2025-12-11,Cloture on the motion to proceed to the measure not invoked in Senate by Yea-Nay Vote. 51 - 48. Record Vote Number: 643. (CR S8654),Worst,Worst,Ban on Essential Health Benefits status for GAC; Ban on CHIP or Medicaid paying for GAC,https://legiscan.com/US/bill/SB3386/2025,"Mike Crapo, Bill Cassidy",,"S 2025-12-08 Introduced in the Senate. Read the first time. Placed on Senate Legislative Calendar under Read the First Time. (Legislative Day December 4, 2025)., S 2025-12-08 Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 285., S 2025-12-09 Motion to proceed to consideration of measure made in Senate. (CR S8567), S 2025-12-09 Cloture motion on the motion to proceed to the measure presented in Senate. (CR S8567), S 2025-12-09 Motion to proceed to consideration of measure withdrawn in Senate., S 2025-12-11 Motion to proceed to measure considered in Senate. (CR S8643), S 2025-12-11 Cloture on the motion to proceed to the measure not invoked in Senate by Yea-Nay Vote. 51 - 48. Record Vote Number: 643. (CR S8654).... see more on LegiScan",Roll Over,329613fcf22a5d67190f6baace340878,2057493,https://www.congress.gov/119/bills/s3386/BILLS-119s3386pcs.pdf,,Y,,Y,Y,Gamete Production / Biological Sex / Binary Sex,GDMMX3NJMjmmGXaECGEtom
US,SB3389,Lowering Health Care Costs for Americans Act,Gender Affirming Care Ban: Public Funds / Gender Affirming Care Ban: Minors / Gender Affirming Care Ban: Medicaid,,2025-12-09,Read twice and referred to the Committee on Finance.,Worst,Worst,,https://legiscan.com/US/bill/SB3389/2025,,,,Roll Over,,,,,Y,,Y,Y,Binary Sex / Biological Sex / Reproduction / Gamete Production,M3QZeaA7gxfu2SmcvxojfH
US,SB382,Dismantle DEI Act of 2025,End Legal Recognition / DEI Ban,,2025-02-04,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,Worst,Worst,"Uses ""biological sex"" dozens of times among enumerated classes; says not to enforce recinded rules re: LGBT foreign aid",https://legiscan.com/US/bill/SB382/2025,"Eric Schmitt, Tom Cotton, James Lankford, Steve Daines, Tommy Tuberville, Marsha Blackburn, Roger Marshall, Cynthia Lummis, Bill Cassidy, James Risch, Kevin Cramer, Jim Banks, Tim Sheehy, Cindy Hyde-Smith, Rick Scott, Mike Lee, Mike Crapo, Ron Johnson, Josh Hawley, Ted Budd",,S 2025-02-04 Read twice and referred to the Committee on Homeland Security and Governmental Affairs..... see more on LegiScan,Roll Over,60f51b72c333a2a078184875f0d8801c,1956332,https://www.congress.gov/119/bills/s382/BILLS-119s382is.pdf,,Y,,Y,Y,Biological Sex,Y7Af8oci7FkwYijpeiYsZP
US,SB405,Protection of Women in Olympic and Amateur Sports Act,Sports Ban: Non-Academic,,2025-02-05,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",Worst,Worst,"Heritage Defining SEX act language, same as (US 2023 HB 7187/SB3729) and US 2025 HB1028",https://legiscan.com/US/bill/SB405/2025,"Tommy Tuberville, Mike Lee, Kevin Cramer",,"S 2025-02-05 Read twice and referred to the Committee on Commerce, Science, and Transportation..... see more on LegiScan",Roll Over,58a120e57fcdb19eedc53a34f932721d,1961660,https://www.congress.gov/119/bills/s405/BILLS-119s405is.pdf,,Y,,,Y,Gamete Production / Biological Sex / Binary Sex,65EoCLhcnuXDun9SXt9p6g
US,SB576,One Flag for All Act,Censorship: Pride Flag Ban,,2025-02-13,Read twice and referred to the Committee on the Judiciary.,Worst,Worst,,https://legiscan.com/US/bill/SB576/2025,"Roger Marshall, Cindy Hyde-Smith, Cynthia Lummis, Roger Wicker, Bernie Moreno",,S 2025-02-13 Read twice and referred to the Committee on the Judiciary..... see more on LegiScan,Roll Over,508a36e5059b2db761d7e0ca44e315fb,1970879,https://www.congress.gov/119/bills/s576/BILLS-119s576is.pdf,,,,Y,Y,None,MFPLAjboA51DXKcDUA7jek
US,SB591,Restore Merit to Government Service Act of 2025,Discrimination in Employment / DEI ban,,2025-02-13,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,Worst,Worst,"For Federal jobs appointments, don't ""focus on a commitment to the invented concept of ""gender identity"" over sex""",https://legiscan.com/US/bill/SB591/2025,"Rick Scott, Marsha Blackburn, Cindy Hyde-Smith, Tommy Tuberville",,S 2025-02-13 Read twice and referred to the Committee on Homeland Security and Governmental Affairs..... see more on LegiScan,Roll Over,e5fc7f10d94766be53158e943e7aa216,1970724,https://www.congress.gov/119/bills/s591/BILLS-119s591is.pdf,,Y,,,Y,None,8giKdcjNrXx38Ae9XbXqRi
US,SB737,SCREEN Act Shielding Children's Retinas from Egregious Exposure on the Net Act,Censorship: Online Obscenity,,2025-02-26,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",Worst,Worst,Age verification: a reprise of the SCREEN Act,https://legiscan.com/US/bill/SB737/2025,"Mike Lee, John Curtis, Jim Banks, James Lankford",,"S 2025-02-26 Read twice and referred to the Committee on Commerce, Science, and Transportation..... see more on LegiScan",Roll Over,a8fe41786b22e7de47d8804dc7efe58e,1986568,https://www.congress.gov/119/bills/s737/BILLS-119s737is.pdf,,,,Y,,None,BgG4jL8Zcromfi8WqJgQ6z
US,SB74,Fair Play for Girls Act,Sports Ban,,2025-01-13,Read twice and referred to the Committee on the Judiciary.,Worst,Worst,,https://legiscan.com/US/bill/SB74/2025,"Marsha Blackburn, James Risch, Roger Wicker, Mike Crapo, Joni Ernst, Shelley Capito, Tim Sheehy, Tommy Tuberville, Steve Daines, Deb Fischer, Bill Cassidy",,S 2025-01-13 Read twice and referred to the Committee on the Judiciary..... see more on LegiScan,Roll Over,626efeaf8c43bb3089f156674f93bba8,1917079,https://www.congress.gov/119/bills/s74/BILLS-119s74is.pdf,,Y,,Y,Y,Biological Sex,UfLBnZdE6xNdTkUC7qpGoD
US,SB851,GUARD Act Guaranteeing Unalienable and Anatomical Rights for Dependents Act,Trans Child Abuse,,2025-03-05,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Worst,Worst,No text yet 3/6/25,https://legiscan.com/US/bill/SB851/2025,"Jim Banks, Tom Cotton, Josh Hawley",,"S 2025-03-05 Read twice and referred to the Committee on Health, Education, Labor, and Pensions..... see more on LegiScan",Roll Over,9ff66dacda9d2d8ef9e6475b1a377c07,1993862,https://www.congress.gov/119/bills/s851/BILLS-119s851is.pdf,,Y,,Y,,Biological Sex / Sex at Birth,XZB4nBGvpPgEwDikavdygc
US,SB9,Protection of Women and Girls in Sports Act of 2025,Sports Ban: K12 / Sports Ban: Colleges,Civil: Withhold Funds,2025-03-03,Cloture on the motion to proceed to the measure not invoked in Senate by Yea-Nay Vote. 51 - 45. Record Vote Number: 100. (CR S1455-1456),Worst,Worst,"Trans fem sports ban, K-College",https://legiscan.com/US/bill/SB9/2025,"Tommy Tuberville, James Risch, Ron Johnson, Thom Tillis, Shelley Capito, Kevin Cramer, Cindy Hyde-Smith, Tom Cotton, Mike Crapo, James Lankford, Steve Daines, Roger Marshall, Mike Lee, John Kennedy, Bill Hagerty, Eric Schmitt, Ted Budd, Tim Sheehy, Cynthia Lummis, John Barrasso, Rand Paul, Lindsey Graham, Rick Scott, Joni Ernst, Katie Boyd Britt, Pete Ricketts, Dan Sullivan, Marsha Blackburn, Roger Wicker, Jim Banks, Tim Scott, Markwayne Mullin, John Hoeven, John Cornyn, John Thune, Josh Hawley, John Boozman, James Justice, Mike Rounds, Ashley Moody, David McCormick, Bill Cassidy, Ted Cruz, Deb Fischer",,"S 2025-01-07 Introduced in the Senate. Read the first time. Placed on Senate Legislative Calendar under Read the First Time., S 2025-01-08 Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 2., S 2025-02-27 Motion to proceed to consideration of measure made in Senate., S 2025-02-27 Cloture motion on the motion to proceed to the measure presented in Senate. (CR S1434), S 2025-03-03 Motion to proceed to measure considered in Senate. (CR S1455), S 2025-03-03 Cloture on the motion to proceed to the measure not invoked in Senate by Yea-Nay Vote. 51 - 45. Record Vote Number: 100. (CR S1455-1456).... see more on LegiScan",Failed,f6001443f2b28484b639b420b069d243,1905585,https://www.congress.gov/119/bills/s9/BILLS-119s9pcs.pdf,,Y,,Y,Y,Biological Sex / Genitalia / Genetics,K51K3TF2yW7MSEMegUqJw8
US,SB977,End Taxpayer Funding of Gender Experimentation Act of 2025,Gender Affirming Care Ban: Public Funds / Gender Affirming Care Ban: Medicaid,,2025-03-12,Read twice and referred to the Committee on Finance.,Worst,Worst,,https://legiscan.com/US/bill/SB977/2025,"Roger Marshall, Cindy Hyde-Smith, Kevin Cramer, Josh Hawley, Ted Budd, Lindsey Graham, Tim Sheehy, Marsha Blackburn, Jim Banks, Roger Wicker, Mike Lee, Cynthia Lummis, James Risch, Rick Scott",,S 2025-03-12 Read twice and referred to the Committee on Finance..... see more on LegiScan,Roll Over,d698e02a1cb0410045cd69289825b678,2005575,https://www.congress.gov/119/bills/s977/BILLS-119s977is.pdf,,Y,,Y,Y,Gamete Production / Biological Sex / Binary Sex,Mxo3sqgQvX6Gvara56trub
US,SR21,"A resolution designating October 10, 2025, as ""American Girls in Sports Day"".",Anti-LGBTQ Resolution: Athletics,,2025-01-13,"Referred to the Committee on Commerce, Science, and Transportation.",Worst,Worst,,https://legiscan.com/US/bill/SR21/2025,"Marsha Blackburn, Cindy Hyde-Smith, James Lankford, Roger Marshall, Ron Johnson, James Risch, Thom Tillis, Chuck Grassley, John Hoeven, Tom Cotton, Joni Ernst, John Barrasso, Eric Schmitt, Katie Boyd Britt, John Cornyn, Cynthia Lummis, Roger Wicker, Tommy Tuberville, Steve Daines, Lindsey Graham, Ted Cruz, Mike Lee, Kevin Cramer, Mike Crapo, Tim Sheehy, Dan Sullivan, Bill Cassidy, Bill Hagerty, Pete Ricketts, Deb Fischer, Jim Banks, John Thune",,"S 2025-01-13 Referred to the Committee on Commerce, Science, and Transportation..... see more on LegiScan",Roll Over,6724ef7e22ea6fa66a395873d6d6616d,1917431,https://www.congress.gov/119/bills/sres21/BILLS-119sres21is.pdf,,Y,,Y,Y,Biological Sex / Chromosomes,foLFu5i7MwtgCqLrySngn
US,SR22,A resolution concerning the National Collegiate Athletic Association policy for eligibility in women's sports.,Anti-LGBTQ Resolution: Athletics Anti-LGBTQ Resolution: Colleges,,2025-01-13,"Referred to the Committee on Commerce, Science, and Transportation.",Worst,Worst,Calls on NCAA and other sports governing bodies to drop trans inclusive policies,https://legiscan.com/US/bill/SR22/2025,"Marsha Blackburn, James Risch, Roger Wicker, James Lankford, Mike Crapo, Joni Ernst, Roger Marshall, John Barrasso, Thom Tillis, Tim Sheehy, Tommy Tuberville, Steve Daines, Cindy Hyde-Smith, Ted Cruz",,"S 2025-01-13 Referred to the Committee on Commerce, Science, and Transportation..... see more on LegiScan",Roll Over,de375eed91ceaa3bc870cfc99907ebed,1917468,https://www.congress.gov/119/bills/sres22/BILLS-119sres22is.pdf,,Y,,,Y,Biological Sex,Xn5LRQxAZEhBX4WMcKoxUm
US,SR295,"A resolution supporting the designation of the week of June 23 through June 29, 2025, as ""National Women's Sports Week"" to celebrate the anniversary of the enactment of title IX of the Education Amendments of 1972 and the growth of women's sports.",Anti-LGBTQ Resolution: Athletics,,2025-06-24,Star Print ordered on the resolution.,Worst,Worst,,https://legiscan.com/US/bill/SR295/2025,"Joni Ernst, Kevin Cramer, James Lankford, Tommy Tuberville, James Risch, Mike Crapo, Katie Boyd Britt, Cindy Hyde-Smith, Josh Hawley, James Justice, Jim Banks, Roger Wicker, David McCormick",,"S 2025-06-23 Referred to the Committee on Commerce, Science, and Transportation. (text: CR S3494), S 2025-06-24 Star Print ordered on the resolution..... see more on LegiScan",Roll Over,c409e0a4f07aceca0124834ba01a25a2,2037928,https://www.congress.gov/119/bills/sres295/BILLS-119sres295is.pdf,,Y,,Y,Y,Biological Sex / Binary Sex,RbR7dWFCtiUPMwNvqdR6Lm
Utah,HB0077,Flag Display Amendments,Censorship: Pride Flag Ban,Civil: Fine,2025-03-27,Became Law w/o Governor Signature in Lieutenant Governor's office for filing,Worst,Worst,Flag displays in K12 limited to specified governmental flags; & does not name but does not allow pride flags,https://legiscan.com/UT/bill/HB0077/2025,"Trevor Lee, Daniel McCay","Hearing 2025-02-13 14:00 Room 30 House Building, Hearing 2025-02-28 08:30 Room 30 House Building"," 2025-01-02 Bill Numbered but not Distributed in Legislative Research and General Counsel,  2025-01-02 Numbered Bill Publicly Distributed in Legislative Research and General Counsel,  2025-01-15 House/ received fiscal note from Fiscal Analyst in Legislative Research and General Counsel, H 2025-01-15 House/ received bill from Legislative Research in Clerk of the House, H 2025-01-21 House/ 1st reading (Introduced) in House Rules Committee, H 2025-02-03 House/ to standing committee in House Education Committee, H 2025-02-13 House Comm - Substitute Recommendation in House Education Committee, H 2025-02-13 House Comm - Amendment Recommendation in House Education Committee, H 2025-02-13 House Comm - Amendment Recommendation in House Education Committee, H 2025-02-13 House Comm - Favorable Recommendation in House Education Committee, H 2025-02-14 House/ comm rpt/ substituted/ amended in House Education Committee, H 2025-02-14 House/ 2nd reading in House 3rd Reading Calendar for House bills, H 2025-02-21 House/ 3rd reading in House 3rd Reading Calendar for House bills, H 2025-02-21 House/ circled in House 3rd Reading Calendar for House bills, H 2025-02-21 House/ uncircled in House 3rd Reading Calendar for House bills, H 2025-02-21 House/ floor amendment in House 3rd Reading Calendar for House bills, S 2025-02-21 House/ passed 3rd reading in Senate Secretary, S 2025-02-21 House/ to Senate in Senate Secretary, S 2025-02-21 Senate/ received from House in Waiting for Introduction in the Senate, S 2025-02-24 Senate/ 1st reading (Introduced) in Senate Rules Committee, S 2025-02-26 Senate/ to standing committee in Senate Education Committee, S 2025-02-28 Senate Comm - Amendment Recommendation in Senate Education Committee, S 2025-02-28 Senate Comm - Favorable Recommendation in Senate Education Committee, S 2025-02-28 Senate/ comm rpt/ amended in Senate Education Committee, S 2025-02-28 Senate/ placed on 2nd Reading Calendar in Senate 2nd Reading Calendar, S 2025-03-05 Senate/ 2nd Reading Calendar to Rules in Senate Rules Committee, S 2025-03-05 Senate/ Rules to 2nd Reading Calendar in Senate 2nd Reading Calendar, S 2025-03-05 Senate/ 2nd & 3rd readings/ suspension in Senate 2nd Reading Calendar, S 2025-03-05 Senate/ circled in Senate 2nd Reading Calendar, S 2025-03-06 Senate/ uncircled in Senate 2nd Reading Calendar, S 2025-03-06 Senate/ floor amendment failed in Senate 2nd Reading Calendar, H 2025-03-06 Senate/ passed 2nd & 3rd readings/ suspension in Clerk of the House, H 2025-03-06 Senate/ to House with amendments in Clerk of the House, H 2025-03-06 House/ received from Senate in Clerk of the House, H 2025-03-06 House/ placed on Concurrence Calendar in House Concurrence Calendar, S 2025-03-06 House/ concurs with Senate amendment in Senate President, S 2025-03-06 House/ to Senate in Senate President, S 2025-03-06 Senate/ received from House in Senate President, H 2025-03-06 Senate/ signed by President/ returned to House in House Speaker, H 2025-03-06 Senate/ to House in House Speaker, H 2025-03-07 House/ received from Senate in House Speaker,  2025-03-07 House/ signed by Speaker/ sent for enrolling in Legislative Research and General Counsel / Enrolling,  2025-03-07 Bill Received from House for Enrolling in Legislative Research and General Counsel / Enrolling,  2025-03-07 Draft of Enrolled Bill Prepared in Legislative Research and General Counsel / Enrolling, H 2025-03-07 Enrolled Bill Returned to House or Senate in Clerk of the House, H 2025-03-07 House/ enrolled bill to Printing in Clerk of the House, H 2025-03-12 House/ received enrolled bill from Printing in Clerk of the House,  2025-03-12 House/ to Governor in Executive Branch - Governor,  2025-03-27 Became Law w/o Governor Signature in Lieutenant Governor's office for filing.... see more on LegiScan",Enacted,3ef8b9d50028718abf9f23274a60b735,1901069,"https://le.utah.gov/Session/2025/bills/introduced/HB0077.pdf, https://le.utah.gov/Session/2025/bills/introduced/HB0077S01.pdf, https://le.utah.gov/Session/2025/bills/amended/AV_HB0077S01_2025-02-14_09-50-11.pdf, https://le.utah.gov/Session/2025/bills/amended/AV_HB0077S01_2025-02-21_17-15-03.pdf, https://le.utah.gov/Session/2025/bills/amended/AV_HB0077S01_2025-02-28_11-37-22.pdf, https://le.utah.gov/Session/2025/bills/enrolled/HB0077.pdf",,Y,Y,Y,,None,GLA89nEmC7XfKvvnhMTTrD
Utah,HB0250,Public Employee Gender-specific Language Requirements,Pronoun Ban / Discrimination in Education,,2025-03-07,House/ filed in House file for bills not passed,Worst,Worst,Employees are alowed to misgender others without penalty from their employer as long as their religion says it's fine.,https://legiscan.com/UT/bill/HB0250/2025,"Nicholeen Peck, Daniel McCay","Hearing 2025-02-13 14:00 Room 30 House Building, Hearing 2025-03-04 16:00 "," 2025-01-16 Bill Numbered but not Distributed in Legislative Research and General Counsel,  2025-01-16 Numbered Bill Publicly Distributed in Legislative Research and General Counsel, H 2025-01-21 House/ received bill from Legislative Research in Clerk of the House, H 2025-01-21 House/ received fiscal note from Fiscal Analyst in Clerk of the House, H 2025-01-21 House/ 1st reading (Introduced) in House Rules Committee, H 2025-02-04 House/ to standing committee in House Education Committee, H 2025-02-13 House Comm - Amendment Recommendation in House Education Committee, H 2025-02-13 House Comm - Favorable Recommendation in House Education Committee, H 2025-02-14 House/ comm rpt/ amended in House Education Committee, H 2025-02-14 House/ 2nd reading in House 3rd Reading Calendar for House bills, H 2025-02-21 House/ 3rd reading in House 3rd Reading Calendar for House bills, H 2025-02-21 House/ substituted in House 3rd Reading Calendar for House bills, S 2025-02-21 House/ passed 3rd reading in Senate Secretary, S 2025-02-21 House/ to Senate in Senate Secretary, S 2025-02-21 Senate/ received from House in Waiting for Introduction in the Senate, S 2025-02-24 Senate/ 1st reading (Introduced) in Senate Rules Committee, S 2025-03-03 Senate/ to standing committee in Senate Government Operations and Political Subdivisions Committee, S 2025-03-04 Senate Comm - Motion to Recommend Failed in Senate Government Operations and Political Subdivisions Committee, S 2025-03-04 Senate Comm - Returned to Rules in Senate Government Operations and Political Subdivisions Committee, S 2025-03-05 Senate/ comm rpt/ sent to Rules in Senate Rules Committee.... see more on LegiScan",Failed,6f1926b23b64e5fe7b9b5fec9075f505,1925026,"https://le.utah.gov/Session/2025/bills/introduced/HB0250.pdf, https://le.utah.gov/Session/2025/bills/amended/AV_HB0250_2025-02-14_10-06-54.pdf, https://le.utah.gov/Session/2025/bills/introduced/HB0250S01.pdf",,Y,,Y,Y,Biological Sex,9cBiG7sp5ZnqxbsLuhWab6
Utah,HB0252,State Custody Amendments,Gender Affirming Care Ban: Prisoners,Civil: Protections Revoked or Blocked,2025-03-19,Governor Signed in Lieutenant Governor's office for filing,Worst,Worst,Total GAC ban for prisoners,https://legiscan.com/UT/bill/HB0252/2025,"Karianne Lisonbee, Derrin Owens, Tyler Clancy, Matthew Gwynn, Jon Hawkins, Jason Kyle, Trevor Lee, Michael Petersen, Ryan Wilcox","Hearing 2025-01-24 14:00 , Hearing 2025-02-10 15:40 "," 2025-01-16 Bill Numbered but not Distributed in Legislative Research and General Counsel,  2025-01-16 Numbered Bill Publicly Distributed in Legislative Research and General Counsel, H 2025-01-21 House/ received bill from Legislative Research in Clerk of the House, H 2025-01-21 House/ received fiscal note from Fiscal Analyst in Clerk of the House, H 2025-01-21 House/ 1st reading (Introduced) in House Rules Committee, H 2025-01-23 House/ to standing committee in House Judiciary Committee, H 2025-01-24 House Comm - Substitute Recommendation in House Judiciary Committee, H 2025-01-24 House Comm - Favorable Recommendation in House Judiciary Committee, H 2025-01-27 House/ comm rpt/ substituted in House Judiciary Committee, H 2025-01-27 House/ 2nd reading in House 3rd Reading Calendar for House bills, H 2025-01-31 House/ 3rd reading in House 3rd Reading Calendar for House bills, H 2025-01-31 House/ circled in House 3rd Reading Calendar for House bills, H 2025-02-03 House/ uncircled in House 3rd Reading Calendar for House bills, H 2025-02-03 House/ floor amendment in House 3rd Reading Calendar for House bills, S 2025-02-03 House/ passed 3rd reading in Senate Secretary, H 2025-02-03 House/ held in House Docket Clerk, S 2025-02-04 House/ to Senate in Senate Secretary, S 2025-02-04 Senate/ received from House in Waiting for Introduction in the Senate, S 2025-02-04 Senate/ 1st reading (Introduced) in Senate Rules Committee, S 2025-02-05 Senate/ to standing committee in Senate Judiciary, Law Enforcement, and Criminal Justice Committee, S 2025-02-10 Senate Comm - Favorable Recommendation in Senate Judiciary, Law Enforcement, and Criminal Justice Committee, S 2025-02-11 Senate/ committee report favorable in Senate Judiciary, Law Enforcement, and Criminal Justice Committee, S 2025-02-11 Senate/ placed on 2nd Reading Calendar in Senate 2nd Reading Calendar, S 2025-02-13 Senate/ 2nd reading in Senate 2nd Reading Calendar, S 2025-02-13 Senate/ circled in Senate 2nd Reading Calendar, S 2025-02-19 Senate/ uncircled in Senate 2nd Reading Calendar, S 2025-02-19 Senate/ passed 2nd reading in Senate 3rd Reading Calendar, S 2025-02-20 Senate/ 3rd reading in Senate 3rd Reading Calendar, S 2025-02-20 Senate/ passed 3rd reading in Senate President, H 2025-02-20 Senate/ signed by President/ returned to House in House Speaker, H 2025-02-20 Senate/ to House in House Speaker, H 2025-02-20 House/ received from Senate in House Speaker,  2025-02-20 House/ signed by Speaker/ sent for enrolling in Legislative Research and General Counsel / Enrolling,  2025-02-24 Bill Received from House for Enrolling in Legislative Research and General Counsel / Enrolling,  2025-02-24 Draft of Enrolled Bill Prepared in Legislative Research and General Counsel / Enrolling.... see more on LegiScan",Enacted,c220fb710c35dbac698a1c36041084de,1924875,"https://le.utah.gov/Session/2025/bills/introduced/HB0252.pdf, https://le.utah.gov/Session/2025/bills/introduced/HB0252S01.pdf, https://le.utah.gov/Session/2025/bills/amended/AV_HB0252S01_2025-02-03_12-05-57.pdf",,Y,,,Y,Biological Sex / Sex at Birth,2sKwUbMPLeNFZE2SSiV6Eh
